FID,id,rbd,nombre,letra,numero,direcc_cal,direcc_num,of_piso,direccion,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,nombre_2,layer,tipo,dependen_1
345,869,9487 0,INDUSTRIAL LAUTARO,,,AVENIDA LAZO,1173,1,1173 AVENIDA LAZO,SAN MIGUEL,5224278,3,52500,2500,0,3,0,1,0,2,19,0,0,0,0,0,0,0,0,12,0,0,183,46,1,0,0,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9487 0,SANTIAGO,MEDIA,346295.37174,6292074.62668,PROVINCIAL CENTRO,INDUSTRIAL LAUTARO,MEDIA,ED MEDIA,Particulares Subvencionados
346,870,12220 3,CHILE (ANEXO),,13,GRAN AVDA JOSE MIGUEL CARRERA,5181,0,5181 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,0,3,108000,0,0,1,0,2,0,5,46,0,60,12,0,0,0,100,0,0,0,900,0,0,1,0,900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12220 3,SANTIAGO,BASICA,346390.71384,6291947.7586,PROVINCIAL CENTRO,CHILE (ANEXO),BASICA,ED BASICA,Particulares Subvencionados
347,871,9471 4,SAINT PATRICK'S SCHOOL,,,SAN NICOLAS,1171,1,1171 SAN NICOLAS,SAN MIGUEL,5223386,3,140000,0,0,3,0,4,0,2,33,0,40,8,3,0,0,0,0,17,0,200,200,0,1,0,200,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9471 4,SANTIAGO,MEDIA,346292.56008,6292203.86083,PROVINCIAL CENTRO,SAINT PATRICK'S SCHOOL,MEDIA,ED MEDIA,Particulares Subvencionados
348,873,9528 1,LA RAIZ Y LA ESPIGA,,191,SEBASTOPOL,666,1,666 SEBASTOPOL,SAN MIGUEL,5264142,3,0,0,0,1,0,0,0,1,9,0,13,2,2,0,250,100,0,0,20,175,0,0,1,20,175,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9528 1,SANTIAGO,BASICA,347276.22082,6290389.61796,PROVINCIAL CENTRO,LA RAIZ Y LA ESPIGA,BASICA,ED BASICA,Particulares Subvencionados
349,874,9433 1,SIN NOMBRE,E,466,CARMEN MENA,906,1,906 CARMEN MENA,SAN MIGUEL,5215481,1,35000,2451,8.5,3,0,2,0,4,32,0,0,0,0,0,600,100,0,0,112,460,0,0,1,112,460,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9433 1,SANTIAGO,BASICA,346673.92048,6291300.55985,PROVINCIAL CENTRO,SIN NOMBRE,BASICA,ED BASICA,Estatales
350,875,11869 9,CENTRO EDUCACIONAL SAN LUIS,,,CARMEN MENA,0,1,882 870-876-970 CARMEN MENA,SAN MIGUEL,5215484,3,45150,0,0,4,0,7,0,6,62,0,0,0,0,0,1000,80,0,41,0,0,1086,228,1,0,0,1314,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,11869 9,SANTIAGO,MEDIA,346726.09463,6291288.984,PROVINCIAL CENTRO,CENTRO EDUCACIONAL SAN LUIS,MEDIA,ED MEDIA,Particulares Subvencionados
351,876,9519 2,SANTO CURA DE ARS,,127,CARMEN MENA,939,1,939 CARMEN MENA,SAN MIGUEL,5211908,3,92650,9240,0,6,0,6,0,5,53,0,0,16,10,0,700,45,0,0,158,1053,90,0,1,158,1053,90,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9519 2,SANTIAGO,MEDIA,346605.84884,6291315.73106,PROVINCIAL CENTRO,SANTO CURA DE ARS,MEDIA,ED MEDIA,Particulares Subvencionados
352,878,118692,POLITECNICO SAN LUIS,,,CARMEN MENA,970,0,970 CARMEN MENA,SAN MIGUEL,5211013,3,53600,0,0,1,0,2,0,4,117,0,0,0,0,0,0,0,0,0,0,0,1088,272,1,0,0,1360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118692,SANTIAGO,MEDIA,346544.575,6291329.4,PROVINCIAL CENTRO,POLITECNICO SAN LUIS,MEDIA,ED MEDIA,Particulares Subvencionados
353,879,11812 5,TOMAS MORO,,140,CARMEN MENA,882,1,882 CARMEN MENA,SAN MIGUEL,5215484,3,37650,0,0,3,0,5,0,5,36,0,77,4,4,0,0,0,0,0,74,434,0,0,1,74,434,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11812 5,SANTIAGO,BASICA,346726.09463,6291288.984,PROVINCIAL CENTRO,TOMAS MORO,BASICA,ED BASICA,Particulares Subvencionados
354,880,24542 9,ESCUELA COLEGIO CHILE NRO.13,,,PIRAMIDE,1050,0,1050 PIRAMIDE,SAN MIGUEL,0,3,100000,0,0,2,0,0,0,2,10,0,0,0,0,0,0,0,0,0,160,0,0,0,1,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24542 9,SANTIAGO,PREBASICA,346511.45683,6291955.43145,PROVINCIAL CENTRO,ESCUELA COLEGIO CHILE NRO.13,PREBASICA,ED PREBASICA,Particulares Subvencionados
355,881,12218 1,CHILE (ANEXO),,13,GRAN AVDA JOSE MIGUEL CARRERA,5098,0,5098 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12218 1,SANTIAGO,PREBASICA,346419.69219,6292041.15,PROVINCIAL CENTRO,CHILE (ANEXO),PREBASICA,ED PREBASICA,Municipales
356,883,9488 9,CHILE (ANEXO),,13,CHILOE,5053,0,5053 CHILOE,SAN MIGUEL,5223945,3,0,0,0,2,0,2,0,3,23,0,0,20,0,1,0,0,0,0,0,810,0,0,1,0,810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9488 9,SANTIAGO,BASICA,346694.75925,6291974.00655,PROVINCIAL CENTRO,CHILE (ANEXO),BASICA,ED BASICA,Particulares Subvencionados
357,884,9553 2,JUAN BAUTISTA,,261,CARMEN MENA,728,1,728 CARMEN MENA,SAN MIGUEL,5256732,3,45000,250,0,3,0,2,0,1,21,0,38,6,0,0,200,20,0,0,45,200,0,0,1,45,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9553 2,SANTIAGO,BASICA,347057.48849,6291215.46254,PROVINCIAL CENTRO,JUAN BAUTISTA,BASICA,ED BASICA,Particulares Subvencionados
358,885,9404 8,REBECA CATALAN VARGAS,A,91,TANNENBAUM,802,1,802 TANNENBAUM,SAN MIGUEL,5257236,1,0,11400,0,3,0,7,0,6,39,0,0,0,0,1,576,100,0,0,32,544,0,0,1,32,544,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9404 8,SANTIAGO,BASICA,346765.42734,6290706.3,PROVINCIAL CENTRO,REBECA CATALAN VARGAS,BASICA,ED BASICA,Estatales
359,886,9520 6,PRINCESS MARGARET COLLEGE,,132,TANNENBAUM,694,1,694 TANNENBAUM,SAN MIGUEL,5256780,3,1000,300,2.5,3,0,2,0,1,13,0,0,1,0,2,70,50,0,0,18,120,0,0,1,18,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9520 6,SANTIAGO,BASICA,347147.2297,6290618.33019,PROVINCIAL CENTRO,PRINCESS MARGARET COLLEGE,BASICA,ED BASICA,Particulares Subvencionados
360,887,9489 7,COMERCIAL JAVIERA Y JOSE CARRERA NRO.1,,,BERMANN,518,1,518 BERMANN,SAN MIGUEL,5564062,3,55650,1200,4,3,0,1,0,1,25,0,0,0,0,0,0,0,0,6,0,0,294,74,1,0,0,368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9489 7,SANTIAGO,MEDIA,347723.74141,6290390.9,PROVINCIAL CENTRO,COMERCIAL JAVIERA Y JOSE CARRERA NRO.1,MEDIA,ED MEDIA,Particulares Subvencionados
361,888,9413 7,SANTA FE,D,464,STA FE,528,1,528 STA FE,SAN MIGUEL,5252576,1,2000,6800,0,3,0,1,0,5,39,0,37,2,2,0,1000,50,0,0,135,680,0,0,1,135,680,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9413 7,SANTIAGO,BASICA,347879.07008,6290573.80013,PROVINCIAL CENTRO,SANTA FE,BASICA,ED BASICA,Estatales
362,889,10000054,C.A. LOS BOLDOS,,,BELLO HORIZONTE,5891,0,5891 BELLO HORIZONTE,SAN MIGUEL,5266486,8,0,2250,4.64,0,0,0,8,8,17,0,0,4,0,1,0,0,0,0,205,0,0,0,3,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000054,SANTIAGO,PREBASICA,347637.95625,6290815.95,PROVINCIAL CENTRO,C.A. LOS BOLDOS,PREBASICA,ED PREBASICA,Municipales
363,890,9453 6,CHILE   BRASIL,F,469,LLICO,567,1,567 LLICO,SAN MIGUEL,5522631,1,500,0,0,2,0,4,0,2,25,0,37,3,1,0,170,80,0,0,0,170,0,0,1,0,0,0,0,170,0,1,0,0,0,0,0,0,0,0,0,0,0,9453 6,SANTIAGO,BASICA,347485.78164,6291532.1875,PROVINCIAL CENTRO,CHILE   BRASIL,BASICA,ED BASICA,Estatales
364,891,9402 1,LUIS GALECIO CORVERA,A,90,DARIO SALAS,5270,1,5270 DARIO SALAS,SAN MIGUEL,5522693,1,2650,16961,0,3,0,4,0,11,50,0,0,5,0,1,950,60,0,26,51,596,250,0,1,51,596,250,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9402 1,SANTIAGO,MEDIA,347390.72558,6291612.375,PROVINCIAL CENTRO,LUIS GALECIO CORVERA,MEDIA,ED MEDIA,Estatales
365,892,24782 0,ESCUELA ESPECIAL SAN CLEMENTE (ANEXO),,311,LA MARINA,1230,1,1230 LA MARINA,SAN MIGUEL,5225659,3,4000,0,0,2,0,2,0,2,19,0,0,3,3,0,0,0,0,0,0,252,0,0,1,0,0,0,0,252,0,1,0,0,0,0,0,0,0,0,0,0,0,24782 0,SANTIAGO,BASICA,346223.75359,6292370.30735,PROVINCIAL CENTRO,ESCUELA ESPECIAL SAN CLEMENTE (ANEXO),BASICA,ED BASICA,Particulares Subvencionados
366,893,9407 2,ESCUELA NACIONAL DE ARTES GRAFICAS HECTOR GOMEZ,A,96,FLORENCIA,1442,1,1442 FLORENCIA,SAN MIGUEL,5440175,5,23600,0,0,4,0,13,0,9,68,0,0,0,0,0,642,50,0,46,0,0,514,128,1,0,0,642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9407 2,SANTIAGO,MEDIA,346150.59453,6293250.075,PROVINCIAL CENTRO,ESCUELA NACIONAL DE ARTES GRAFICAS HECTOR GOMEZ,MEDIA,ED MEDIA,Municipales
367,894,9412 9,SIN NOMBRE,N,461,TERESA VIAL,1290,1,1290 TERESA VIAL,SAN MIGUEL,5517569,1,50000,0,0,3,0,2,0,5,32,0,0,6,0,0,600,17,0,0,55,491,0,0,1,55,491,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9412 9,SANTIAGO,BASICA,346071.62777,6292927.23819,PROVINCIAL CENTRO,SIN NOMBRE,BASICA,ED BASICA,Estatales
368,895,9405 6,BETZABE HORMAZABAL DE A.,A,92,GASPAR BANDA,4047,1,4047 GASPAR BANDA,SAN MIGUEL,5514885,1,5650,2500,0,8,0,10,0,10,65,0,0,9,0,0,915,90,0,129,0,140,754,0,1,0,140,754,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9405 6,SANTIAGO,MEDIA,346246.85938,6293230.8,PROVINCIAL CENTRO,BETZABE HORMAZABAL DE A.,MEDIA,ED MEDIA,Estatales
369,896,9426 9,LLANO SUBERCASEAUX,D,493,SOTO AGUILAR,1509,1,1509 SOTO AGUILAR,SAN MIGUEL,5561540,1,4000,0,0,3,0,1,0,6,35,0,0,5,0,0,663,80,0,0,45,618,0,0,1,45,618,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9426 9,SANTIAGO,BASICA,346230.5288,6293629.81414,PROVINCIAL CENTRO,LLANO SUBERCASEAUX,BASICA,ED BASICA,Estatales
370,897,9460 9,INSTITUTO REG.DE EDUCACION ADULTOS,,,SOTO AGUILAR,1261,1,1261 SOTO AGUILAR,SAN MIGUEL,3121838,1,56500,0,0,3,0,5,0,5,36,0,0,0,0,0,0,0,0,34,0,0,0,700,1,0,80,580,0,40,0,0,0,0,0,0,0,0,0,0,0,1,1,9460 9,SANTIAGO,MEDIA,346443.46567,6293573.81156,PROVINCIAL CENTRO,INSTITUTO REG.DE EDUCACION ADULTOS,MEDIA,ED MEDIA,Estatales
371,898,9406 4,ANDRES BELLO,A,94,SOTO AGUILAR,1241,1,1241 SOTO AGUILAR,SAN MIGUEL,5561819,1,6650,0,0,3,0,12,0,9,62,0,0,0,0,1,1100,35,0,104,0,200,939,0,1,0,200,939,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9406 4,SANTIAGO,MEDIA,346464.62361,6293567.85538,PROVINCIAL CENTRO,ANDRES BELLO,MEDIA,ED MEDIA,Estatales
372,899,9581 8,TECNICA,A,100,GRAN AVDA JOSE MIGUEL CARRERA,4688,1,4688 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,5514463,3,52550,5938,0,8,0,11,0,7,88,0,0,0,0,0,0,0,0,44,0,0,696,174,1,0,0,870,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9581 8,SANTIAGO,MEDIA,346511.21912,6292423.34021,PROVINCIAL CENTRO,TECNICA,MEDIA,ED MEDIA,Particulares Subvencionados
373,901,9521 4,LA PURISIMA PARA NINOS SORDOS,,148,GRAN AVDA JOSE MIGUEL CARRERA,4310,0,4310 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,5519188,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,2,0,159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9521 4,SANTIAGO,BASICA,346594.0741,6292805.79647,PROVINCIAL CENTRO,LA PURISIMA PARA NINOS SORDOS,BASICA,ED BASICA,Municipales
374,902,9499 4,HOGAR DE CIEGOS SANTA LUCIA,,1,SALESIANOS,1190,1,1190 SALESIANOS,SAN MIGUEL,5211182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,9499 4,SANTIAGO,BASICA,346427.55835,6292990.29808,PROVINCIAL CENTRO,HOGAR DE CIEGOS SANTA LUCIA,BASICA,ED BASICA,Particulares Subvencionados
375,903,9484 6,SANTA ROSA,,,BERLIN,930,1,930 BERLIN,SAN MIGUEL,5516285,3,90650,0,0,7,0,6,0,6,69,0,150,60,40,40,1000,60,0,66,132,928,330,0,1,132,928,330,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9484 6,SANTIAGO,MEDIA,346817.97627,6292787.47513,PROVINCIAL CENTRO,SANTA ROSA,MEDIA,ED MEDIA,Particulares Subvencionados
376,905,9469 2,INDUSTRIAL GENERAL JOSE MIGUEL CARRERA,,,BRIGADIER DE LA CRUZ,1020,1,1020 BRIGADIER DE LA CRUZ,SAN MIGUEL,5516019,3,69650,650,3.5,5,0,1,0,3,30,0,0,0,0,0,350,40,0,28,0,0,402,100,1,0,0,502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9469 2,SANTIAGO,MEDIA,346682.18426,6293051.54712,PROVINCIAL CENTRO,INDUSTRIAL GENERAL JOSE MIGUEL CARRERA,MEDIA,ED MEDIA,Particulares Subvencionados
377,906,9557 5,MONTESSORI,,282,BRIGADIER DE LA CRUZ,0,1,935 J BRIGADIER DE LA CRUZ,SAN MIGUEL,5519076,3,3000,0,0,2,0,4,0,1,16,0,30,5,5,0,0,0,0,0,0,140,0,0,1,0,0,0,0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,9557 5,SANTIAGO,BASICA,346877.11513,6292992.81088,PROVINCIAL CENTRO,MONTESSORI,BASICA,ED BASICA,Particulares Subvencionados
378,907,9570 2,INSTITUTO MIGUEL LEON PRADO,,,GRAN AVDA JOSE MIGUEL CARRERA,3696,1,3696 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,5519067,3,213550,15000,0,5,0,4,0,10,57,0,540,20,0,0,0,0,0,79,0,720,336,0,1,0,720,336,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9570 2,SANTIAGO,MEDIA,346715.06788,6293407.58503,PROVINCIAL CENTRO,INSTITUTO MIGUEL LEON PRADO,MEDIA,ED MEDIA,Particulares Subvencionados
379,908,11816 8,SAN CLEMENTE,,311,ANA LUISA,1187,1,1187 ANA LUISA,SAN MIGUEL,5513167,3,4000,661,0,3,0,1,0,4,21,0,0,4,4,0,0,0,0,0,0,273,0,0,1,0,0,0,0,273,0,1,0,0,0,0,0,0,0,0,0,0,0,11816 8,SANTIAGO,BASICA,346495.16187,6293265.15313,PROVINCIAL CENTRO,SAN CLEMENTE,BASICA,ED BASICA,Particulares Subvencionados
380,909,11905 9,CENTRO EDUCACIONAL AMANECER,,320,FERNANDO LAZCANO,1482,1,1482 FERNANDO LAZCANO,SAN MIGUEL,5563255,3,156000,0,0,2,0,5,0,1,15,0,0,7,2,5,0,0,0,0,21,149,0,0,1,21,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11905 9,SANTIAGO,BASICA,346341.06224,6293925.23864,PROVINCIAL CENTRO,CENTRO EDUCACIONAL AMANECER,BASICA,ED BASICA,Particulares Subvencionados
381,910,9444 7,LOS CEDROS DEL LIBANO,E,497,RICARDO MORALES,3369,1,3369 RICARDO MORALES,SAN MIGUEL,5569695,1,0,0,0,2,0,4,0,2,22,0,80,8,0,0,215,100,0,0,0,215,0,0,1,0,0,0,0,215,0,1,0,0,0,0,0,0,0,0,0,0,0,9444 7,SANTIAGO,BASICA,346451.71925,6293588.80382,PROVINCIAL CENTRO,LOS CEDROS DEL LIBANO,BASICA,ED BASICA,Estatales
382,911,9459 5,DIFERENCIAL,F,491,RICARDO MORALES,3369,0,3369 RICARDO MORALES,SAN MIGUEL,5555726,2,0,0,0,1,0,11,0,6,31,0,15,5,0,3,150,100,0,0,0,150,0,0,1,0,0,0,0,150,0,1,0,0,0,0,0,0,0,0,0,0,0,9459 5,SANTIAGO,BASICA,346451.71925,6293588.80382,PROVINCIAL CENTRO,DIFERENCIAL,BASICA,ED BASICA,Municipales
383,913,9474 9,INSTITUTO POLITECNICO SAN MIGUEL ARCANGEL,,,GRAN AVDA JOSE MIGUEL CARRERA,3592,1,3592 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,5511128,3,80700,0,0,4,0,4,0,8,40,0,0,0,0,0,0,0,0,42,0,0,370,92,1,0,0,462,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9474 9,SANTIAGO,MEDIA,346737.21768,6293509.65717,PROVINCIAL CENTRO,INSTITUTO POLITECNICO SAN MIGUEL ARCANGEL,MEDIA,ED MEDIA,Particulares Subvencionados
384,915,9427 7,BERLIN,D,507,BERLIN,878,1,878 BERLIN,SAN MIGUEL,5516653,1,2000,4680,0,3,0,1,0,5,24,0,0,2,0,1,324,80,0,0,46,278,0,0,1,46,278,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9427 7,SANTIAGO,BASICA,346934.20221,6292712.75362,PROVINCIAL CENTRO,BERLIN,BASICA,ED BASICA,Estatales
385,916,24831 2,GENERAL CARRERA,,,CHILOE,4032,1,4032 CHILOE,SAN MIGUEL,5516019,3,69650,420,2.6,0,0,0,0,0,0,0,0,0,0,0,350,40,0,0,0,0,402,100,1,0,0,502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24831 2,SANTIAGO,MEDIA,346925.29658,6292984.1903,PROVINCIAL CENTRO,GENERAL CARRERA,MEDIA,ED MEDIA,Particulares Subvencionados
386,917,11813 3,ALVAREZ DE TOLEDO,,301,CURINANCA,838,1,838 CURINANCA,SAN MIGUEL,5554487,3,0,650,2.3,1,0,0,0,1,6,0,0,1,1,1,215,90,0,0,34,99,0,0,1,34,99,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11813 3,SANTIAGO,BASICA,347194.06037,6293213.57536,PROVINCIAL CENTRO,ALVAREZ DE TOLEDO,BASICA,ED BASICA,Particulares Subvencionados
387,918,9564 8,PARROQUIAL SAN MIGUEL,,,GRAN AVDA JOSE MIGUEL CARRERA,3548,1,3548 GRAN AVDA JOSE MIGUEL CARRERA,SAN MIGUEL,5519210,3,212600,10000,0,5,0,12,0,6,68,0,250,8,0,0,0,0,0,53,90,720,320,0,1,90,720,320,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9564 8,SANTIAGO,MEDIA,346748.83801,6293562.03045,PROVINCIAL CENTRO,PARROQUIAL SAN MIGUEL,MEDIA,ED MEDIA,Particulares Subvencionados
388,919,9481 1,LICEO PARTICULAR  D'MADRID,,,ALC CARLOS VALDOVINOS,1057,1,1057 ALC CARLOS VALDOVINOS,SAN MIGUEL,4427420,3,46500,0,0,2,0,12,0,5,67,0,60,2,0,0,900,60,0,34,51,360,871,218,1,51,360,1089,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,9481 1,SANTIAGO,MEDIA,346983.93787,6294337.94036,PROVINCIAL CENTRO,LICEO PARTICULAR  D'MADRID,MEDIA,ED MEDIA,Particulares Subvencionados
389,920,11906 7,LOS CARRERA,,335,ING BUDGE,620,1,620 ING BUDGE,SAN MIGUEL,5523547,3,0,800,3.8,2,0,0,0,1,15,0,0,2,0,0,400,50,0,0,0,270,0,0,1,0,270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11906 7,SANTIAGO,BASICA,347505.48581,6292414.83669,PROVINCIAL CENTRO,LOS CARRERA,BASICA,ED BASICA,Particulares Subvencionados
390,922,9572 9,JAVIERA CARRERA,,100,SEBASTOPOL,448,1,448 SEBASTOPOL,SAN JOAQUIN,5253171,3,30000,640,2,3,0,1,0,2,18,0,0,3,0,0,150,70,0,0,0,421,0,0,1,0,421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9572 9,SANTIAGO,BASICA,348211.66016,6290239.225,PROVINCIAL CENTRO,JAVIERA CARRERA,BASICA,ED BASICA,Particulares Subvencionados
391,923,10000065,C.A. ALBERTO BERLIOZ,,,BERLIOZ,5967,0,5967 BERLIOZ,SAN JOAQUIN,5266470,8,0,0,0,1,0,0,6,5,13,0,0,0,0,0,0,0,0,0,101,0,0,0,3,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000065,SANTIAGO,PREBASICA,348269.84598,6290749.35,PROVINCIAL CENTRO,C.A. ALBERTO BERLIOZ,PREBASICA,ED PREBASICA,Municipales
392,924,11921 0,INFOCAP,,1260,DEPARTAMENTAL,440,1,440 DEPARTAMENTAL,SAN JOAQUIN,5268594,3,5500,17000,0,4,0,5,0,7,41,0,0,0,0,40,0,0,0,0,20,0,0,425,1,20,100,325,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,11921 0,SANTIAGO,MEDIA,348214.63098,6291321.72138,PROVINCIAL CENTRO,INFOCAP,MEDIA,ED MEDIA,Particulares Subvencionados
393,925,9490 0,LUCILA GODOY,,86,PIRAMIDE,0,1,450 452 PIRAMIDE,SAN JOAQUIN,5531113,3,0,685,2.88,1,0,3,0,1,17,0,14,4,3,1,300,80,0,0,0,280,0,0,1,0,280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9490 0,SANTIAGO,BASICA,347958.375,6291674.15,PROVINCIAL CENTRO,LUCILA GODOY,BASICA,ED BASICA,Particulares Subvencionados
394,926,9411 0,CENTRO EDUCACIONAL HORACIO ARAVENA ANDAUR,B,95,PEDRO MIRA,428,1,428 PEDRO MIRA,SAN JOAQUIN,5522383,1,52650,3500,0,7,0,4,0,10,84,0,24,5,0,5,1500,0,0,42,0,606,539,135,1,0,606,674,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9411 0,SANTIAGO,MEDIA,348087.77734,6292177.525,PROVINCIAL CENTRO,CENTRO EDUCACIONAL HORACIO ARAVENA ANDAUR,MEDIA,ED MEDIA,Estatales
395,927,12108 8,MI PRINCESITA,,356,GASPAR DE ESPINOZA,5288,1,5288 GASPAR DE ESPINOZA,SAN JOAQUIN,5336348,3,180000,350,1.32,1,0,1,0,2,6,0,0,4,0,1,44,100,0,0,87,0,0,0,1,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12108 8,SANTIAGO,PREBASICA,348215.98471,6291571.62707,PROVINCIAL CENTRO,MI PRINCESITA,PREBASICA,ED PREBASICA,Particulares Subvencionados
396,928,9467 6,LA CASTRINA,,18,PASEO METAL ROJO,6280,1,6280 PASEO METAL ROJO,SAN JOAQUIN,5257307,3,0,800,4.5,3,0,2,0,1,17,0,0,2,2,0,420,52,0,0,65,353,0,0,1,65,353,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9467 6,SANTIAGO,BASICA,348376.55894,6290302.94631,PROVINCIAL CENTRO,LA CASTRINA,BASICA,ED BASICA,Particulares Subvencionados
397,929,9517 6,HANGAROA,,107,LO OVALLE,347,1,347 LO OVALLE,SAN JOAQUIN,5266886,3,27000,0,0,2,0,0,0,1,12,0,0,1,1,0,200,100,0,0,50,190,0,0,1,50,190,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9517 6,SANTIAGO,BASICA,348764.02895,6290134.33091,PROVINCIAL CENTRO,HANGAROA,BASICA,ED BASICA,Particulares Subvencionados
398,931,10000156,JARDIN 131504,,,BENOZZO GOZZOLI,5656,0,5656 BENOZZO GOZZOLI,SAN JOAQUIN,5262678,6,12500,2040,4.8,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,94,0,0,0,3,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000156,SANTIAGO,PREBASICA,348805.76797,6291085.9375,PROVINCIAL CENTRO,JARDIN 131504,PREBASICA,ED PREBASICA,Municipales
399,932,9749 7,ESCUELA DE ADULTOS,F,602,PINTOR MURILLO,5369,1,5369 PINTOR MURILLO,SAN JOAQUIN,5521932,1,0,1700,5,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,134,1,0,67,0,0,67,0,0,0,0,0,0,0,0,0,0,0,1,1,9749 7,SANTIAGO,BASICA,348686.29687,6291458.01118,PROVINCIAL CENTRO,ESCUELA DE ADULTOS,BASICA,ED BASICA,Estatales
400,933,9438 2,CENTRO EDUCACIONAL MUNICIPAL SAN JOAQUIN,E,484,BENOZZO GOZZOLI,5770,1,5770 BENOZZO GOZZOLI,SAN JOAQUIN,5221936,1,35150,1800,4.5,3,0,6,0,4,45,0,0,0,0,0,400,100,0,7,39,307,173,43,1,39,307,216,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,9438 2,SANTIAGO,MEDIA,348894.25156,6290897.03,PROVINCIAL CENTRO,CENTRO EDUCACIONAL MUNICIPAL SAN JOAQUIN,MEDIA,ED MEDIA,Estatales
