FID,codest,nomeste,codreg,nomreg,codss,nomss,codcom,nomcom,pertenen,tipoest,certifi,depend,nivel,viaacceso,direcc,longitud,latitud,cod_nuevo
357,10-381,CGR-Alfarera Rosa Reyes Vilches,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Artesana Julita Vera  354 Melipilla,-71.150449976,-33.6498454105,110381
358,10-385,CESFAM Adriana Madrid De Costabal,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Francisco Costabal  78 Maria Pinto,-71.1249111921,-33.5172362956,110385
359,10-387,CESFAM San Pedro,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Avenida,Hermosilla  11 San Pedro,-71.4544119126,-33.8953134811,110387
360,10-390,CESFAM-Dr. Alberto Allende Jones,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Esmeralda 2049 Talagante,-70.9377121578,-33.6696354102,110390
361,10-393,CGR-Villa Alhué,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,22 de Mayo  S/N Alhué,-71.1000762074,-34.0324842111,110393
362,10-601,CGU- Coaniquem,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Consultorio General Urbano,S/C,Otra Institución,Primario,Avenida,San Francisco  8586 Pudahuel,-70.7485490058,-33.4367758349,110601
363,10-619,COSAM- Cerro Navia,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,6 de Febrero  2206 Cerro Navia,-70.7287262812,-33.4172141013,110619
364,10-620,COSAM- Quinta Normal,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Miguel de Atero  2655 Quinta Normal,-70.7010431606,-33.4152350206,110620
365,10-621,COSAM- Lo Prado,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,San Germán 1052 Lo Prado,-70.7198011057,-33.4395155245,110621
366,10-622,COSAM- Pudahuel,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Consultorio de Salud Mental,S/C,Servicio de Salud,Secundario,Calle,Santa Corina  8629 Pudahuel,-70.7646599082,-33.4424237347,110622
367,10-623,COSAM- Talagante,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Esmeralda 2049 Talagante,-70.9377121578,-33.6696354102,110623
368,10-624,COSAM- Peñaflor,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Vicuña Mackenna  984 Peñaflor,-70.8679713682,-33.6104936432,110624
369,10-625,COSAM- Melipilla,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Alpatacal 57 Melipilla,-71.2221645222,-33.6885506408,110625
370,10-626,COSAM- Renca,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Avenida,Domingo Santa María  4511 Renca,-70.7497291343,-33.3976865324,110626
371,10-627,COSAM-,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,San Pablo  9176 Pudahuel,-70.7516726507,-33.4481330156,110627
372,10-720,CECOF-Catamarca,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Catamarca 2232 Quinta Normal,-70.7087867546,-33.4186289808,110720
373,10-725,CECOF-Antumalal,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Heriberto Rojas  5967 Quinta Normal,-70.7149611528,-33.4181744595,110725
374,10-735,CECOF-Los Lagos (Unidad Vecinal Nº 33),13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Lanalhue 1780 Cerro Navia,-70.7679188128,-33.4162895157,110735
375,10-750,CECOF-Concejal Guillermo Flores O.,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Copiapó 1252 Pudahuel,-70.7613270411,-33.433127433,110750
376,10-752,CECOF-Padre Félix Gutiérrez Donoso,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Lago Conguillío  267 Pudahuel,-70.7502134583,-33.461680798,110752
377,10-754,CECOF-Río Claro,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Río Claro 8314 Pudahuel,-70.7484084317,-33.4639229109,110754
378,10-756,CECOF-Mar Caribe,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Mar Caribe  1241 Pudahuel,-70.7410886231,-33.4304375726,110756
379,10-758,CECOF-Santa Corina,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Relacionador Aranguíz  645 Pudahuel,-70.7461954962,-33.4500464593,110758
380,10-760,CECOF-Curacaví,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Servicio de Salud,Primario,Calle,Manuel Rodríguez  1155 Curacaví,-71.1238437221,-33.3907937112,110760
381,10-775,CECOF-La Islita,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,El Maitén 279 Isla de Maipo,-70.8620011322,-33.7358215327,110775
382,10-778,CECOF-Padre Demetrio Bravo,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Ignacio Carrera Pinto 60 Melipilla,-71.2068906731,-33.6787189451,110778
383,10-781,CECOF-Obispo Pablo Lizama,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Guillermo Vera 2091 Melipilla,-71.2320214481,-33.6789246845,110781
384,10-783,CECOF-Codigua,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Ruta G. Km. 8 688 Melipilla,-71.3278766444,-33.7600784129,110783
385,10-860,SAPU-Renca,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Renca 4012 Renca,-70.7023619309,-33.4034999443,110860
386,10-867,SAPU-Santa Rosa de Chena,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Teniente Sáenz Neira 823 Padre Hurtado,-70.7958823358,-33.5640628112,110867
387,10-891,SAPU-Marcela Jacques Vargas,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Francisco Chacón  750 Talagante,-70.9292309692,-33.6634785708,110891
388,10-900,SAPU-Luis Chavarría,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Pasaje,Sado 7965 Cerro Navia,-70.7508814073,-33.4196409261,200118
389,10-901,SAPU-Dr. Alberto Allende Jones,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Esmeralda 2049 Talagante,-70.9377121578,-33.6696354102,200119
390,10-902,SAPU-Dr. Arturo Albertz,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Las Torres 1204 Cerro Navia,-70.7316552892,-33.4334595285,200120
391,10-903,SAPU-Dr. Avendaño,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Teniente Cruz  1087 Lo Prado,-70.7404476152,-33.4368752151,200121
392,10-904,SAPU-Dr. Fernando Monckeberg,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Concepcion  73 Peñaflor,-70.8717068439,-33.6100324896,200122
393,10-905,SAPU-Dr. Francisco Boris Soler,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Silva Chávez 1650 Melipilla,-71.2181339639,-33.7002816315,200123
394,10-906,SAPU-Dr. Gustavo Molina,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Laguna Sur 8759 Pudahuel,-70.7609316319,-33.4582145802,200124
395,10-907,SAPU-Dr. Raúl Yazigi,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Caleta Iquique  214 Lo Prado,-70.7158839343,-33.4517965823,200125
396,10-908,SAPU-Garín,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Janequeo 5612 Quinta Normal,-70.7138991063,-33.4303436412,200126
397,10-909,SAPU-Isla de Maipo,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Manuel Rodríguez 1001 Isla de Maipo,-70.9034963946,-33.7491131695,200127
398,10-910,SAPU-Lo Franco,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13126,Quinta Normal,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Carrascal 4459 Quinta Normal,-70.6948311748,-33.4225646592,200128
399,10-911,SAPU-Pablo Neruda,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Dorsal 6741 Lo Prado,-70.7302203522,-33.4500577316,200129
400,10-912,SAPU-Peñaflor,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Costa Rica  1000 Peñaflor,-70.8963026509,-33.6088799177,200130
401,10-913,SAPU-Violeta Parra,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,La Travesía  7447 Pudahuel,-70.7428733907,-33.4570523671,200131
402,10-914,SAPU-María Pinto,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Francisco Costabal  78 Maria Pinto,-71.1249111921,-33.5172362956,200132
403,10-915,SAPU-Bicentenario,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Brasil  8005 Renca,-70.749808508,-33.3977523274,200133
404,10-916,SAPU-Dr. Adalberto Steeger,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13103,Cerro Navia,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Huelén 1629 Cerro Navia,-70.7412909145,-33.4175064566,200134
405,10-917,SAPU-Dr. Edelberto Elgueta,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Arza 1576 Melipilla,-71.2260305524,-33.6816468399,200135
406,10-918,SAPU-El Monte,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Los Libertadores  531 El Monte,-70.9860907899,-33.6819191032,200136
407,10-919,SAPU-Huamachuco,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13128,Renca,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Las Margaritas  2466 Renca,-70.6989323324,-33.3912604303,200137
408,10-920,SAR La Estrella,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Servicio de Atencion Primaria de Urgencia de Alta Resolutividad,S/C,Municipal,Primario,Avenida,El Lazo  8631 Pudahuel,-70.7507536553,-33.4369772993,200138
409,10-921,SAPU-Pudahuel Poniente,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13124,Pudahuel,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,San Pablo 9152 Pudahuel,-70.7644104161,-33.4423632576,200139
410,10-922,SAPU-Santa Anita,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13117,Lo Prado,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Camino de Loyola 5302 Lo Prado,-70.7092997694,-33.4392899236,200140
411,10-425,CGR- La Islita,13,Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,"Río Maipo, La Islita 4517 Isla de Maipo",-70.8617006082,-33.7347954589,110425
412,11-011,PRAIS (S.S Metropolitano Central),13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13101,Santiago,Perteneciente,Programa de Reparacion y Atencion Integral de Salud,S/C,Servicio de Salud,No Aplica,Calle,Victoria Subercaseaux 381 Santiago,-70.6527221051,-33.4557184759,111011
413,11-300,CESFAM-N° 1 Dr. Ramón Corbalán Melgarejo,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13101,Santiago,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Copiapó 1323 Santiago,-70.6527221051,-33.4557184759,111300
414,11-301,CESFAM-Nº 5,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13101,Santiago,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Unión Latinoamericana  98 Santiago,-70.6737690499,-33.4511802853,111301
415,11-302,CESFAM-Padre Vicente Irarrázabal,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,21 de Mayo  1854 Estación Central,-70.6921475443,-33.4727510929,111302
416,11-303,CESFAM-Lo Valledor Norte,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13121,Pedro Aguirre Cerda,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Avenida,Central 4000 Pedro Aguirre Cerda,-70.6863768973,-33.488282339,111303
417,11-304,CESFAM-Maipú,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13119,Maipu,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Avenida,Ramón Freire  2470 Maipu,-70.7577863661,-33.5046500525,111304
418,11-305,CESFAM-Dr. Norman Voulliéme,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Salomón Sack  6376 Cerrillos,-70.7193084381,-33.4934946059,111305
419,11-306,CESFAM-San José de Chuchunco,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Coihaique 6025 Estación Central,-70.7060390663,-33.4734195989,111306
420,11-307,CESFAM-Enfermera Sofía Pincheira,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Avenida,Las Torres 7590 Cerrillos,-70.7335447219,-33.5014785169,111307
421,11-308,CESFAM-Dr. José Eduardo Ahués Salame,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13119,Maipu,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Avenida,Independencia  2200 Maipu,-70.7743518248,-33.5054328338,111308
422,11-309,CESFAM-Dra. Ana María Juricic,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13119,Maipu,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,El Conquistador  1841 Maipu,-70.7968317629,-33.5139994375,111309
423,11-310,CESFAM-Las Mercedes,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Embajador Quintana 5020 Estación Central,-70.7039276808,-33.4519770211,111310
424,11-351,CRS-Maipú,13,Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,13119,Maipu,Perteneciente,Centro de Referencia de Salud,S/C,Establecimiento Experimental,Secundario,Calle,Camino Rinconada 1001 Maipu,-70.7718574203,-33.5087739803,111351
